ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.6,8196,149.171.126.6,25,6,272,140,4,2,1,4,Normal,1.43%
149.171.126.12,80,175.45.176.3,44762,6,3152,740,4,6,1,1,Normal,1.35%
149.171.126.0,53,59.166.0.5,13987,17,190,158,2,2,1,3,Normal,1.29%
149.171.126.8,143,59.166.0.5,15833,6,140,272,2,4,1,3,Normal,0.08%
59.166.0.3,35730,149.171.126.8,80,6,342,140,5,2,2,6,Normal,0.89%
59.166.0.1,35110,149.171.126.3,53,17,160,192,2,2,5,7,Normal,1.32%
59.166.0.1,34663,149.171.126.5,80,6,272,140,4,2,2,9,Normal,0.08%
59.166.0.8,37848,149.171.126.8,53,17,160,192,2,2,2,6,Normal,0.60%
59.166.0.8,18211,149.171.126.8,80,6,272,140,4,2,2,6,Normal,0.27%
59.166.0.6,16859,149.171.126.1,53,17,160,192,2,2,4,9,Normal,0.71%
59.166.0.6,62669,149.171.126.2,80,6,272,140,4,2,4,9,Normal,0.07%
59.166.0.8,62676,149.171.126.3,53,17,160,192,2,2,5,7,Normal,1.32%
59.166.0.8,64516,149.171.126.2,80,6,272,140,4,2,4,9,Normal,0.07%
59.166.0.3,1809,149.171.126.0,53,17,160,192,2,2,3,5,Normal,1.05%
59.166.0.3,21777,149.171.126.2,80,6,272,140,4,2,4,9,Normal,0.07%
149.171.126.0,53,59.166.0.4,61452,17,206,174,2,2,1,9,Normal,0.27%
149.171.126.0,80,59.166.0.4,61278,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.5,62349,149.171.126.5,49279,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.7,32612,149.171.126.6,22,6,404,140,6,2,1,4,Normal,31.49%
59.166.0.1,28799,149.171.126.9,5190,6,272,140,4,2,1,3,Normal,2.16%
149.171.126.6,53,59.166.0.9,30521,17,206,174,2,2,1,3,Normal,1.29%
149.171.126.5,80,59.166.0.9,32265,6,140,272,2,4,1,3,Normal,0.08%
149.171.126.7,111,59.166.0.8,53697,17,360,624,4,4,1,5,Normal,0.60%
149.171.126.7,25790,59.166.0.8,53247,17,360,576,4,4,1,5,Normal,0.60%
149.171.126.7,33581,59.166.0.8,46196,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.9,5190,59.166.0.7,1440,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.6,4318,149.171.126.5,53,17,174,206,2,2,3,9,Normal,0.45%
59.166.0.6,6166,149.171.126.5,25,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.6,45430,149.171.126.1,53,17,158,190,2,2,4,9,Normal,0.71%
59.166.0.6,39198,149.171.126.5,143,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.2,45898,149.171.126.1,111,17,624,360,4,4,1,9,Normal,0.22%
59.166.0.2,39128,149.171.126.1,48372,17,576,360,4,4,1,9,Normal,0.22%
59.166.0.2,10511,149.171.126.1,9243,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.6,39510,149.171.126.4,5190,6,272,140,4,2,1,6,Normal,0.67%
59.166.0.4,17491,149.171.126.0,53,17,160,192,2,2,3,5,Normal,1.05%
59.166.0.9,16096,149.171.126.8,25,6,272,140,4,2,1,6,Normal,0.67%
149.171.126.4,53,59.166.0.2,37437,17,190,158,2,2,1,3,Normal,1.29%
59.166.0.2,15538,149.171.126.8,5190,6,272,140,4,2,1,6,Normal,0.67%
149.171.126.0,53,59.166.0.7,19947,17,190,158,2,2,1,9,Normal,0.27%
59.166.0.7,1929,149.171.126.4,53,17,160,192,2,2,1,6,Normal,0.44%
59.166.0.7,59949,149.171.126.2,80,6,272,140,4,2,4,9,Normal,0.07%
59.166.0.4,60847,149.171.126.3,21,6,272,140,4,2,1,7,Normal,0.45%
149.171.126.9,111,59.166.0.7,60615,17,368,624,4,4,1,9,Normal,0.22%
59.166.0.7,26360,149.171.126.9,10351,17,584,360,4,4,1,3,Normal,1.68%
149.171.126.9,26167,59.166.0.7,55135,6,140,272,2,4,1,9,Normal,0.01%
175.45.176.1,4765,149.171.126.13,80,6,656,1304,6,6,2,2,Normal,8.49%
59.166.0.0,58313,149.171.126.7,27325,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.2,46451,149.171.126.4,30112,6,272,140,4,2,1,6,Normal,0.67%
149.171.126.4,80,59.166.0.7,53147,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.13,80,175.45.176.1,52726,6,1316,476,8,8,1,1,Attack,77.98%
59.166.0.5,48265,149.171.126.5,48887,6,272,140,4,2,1,9,Normal,0.20%
149.171.126.4,22,59.166.0.6,5977,6,140,404,2,6,1,4,Normal,0.05%
149.171.126.0,53,59.166.0.2,8931,17,190,158,2,2,1,3,Normal,1.29%
59.166.0.2,10580,149.171.126.4,143,6,272,140,4,2,1,6,Normal,0.67%
59.166.0.5,39193,149.171.126.6,53,17,174,206,2,2,2,4,Normal,0.88%
149.171.126.2,25,59.166.0.5,11220,6,140,272,2,4,1,3,Normal,0.08%
59.166.0.3,40867,149.171.126.7,21,6,272,140,4,2,1,4,Normal,1.43%
149.171.126.1,53,59.166.0.4,12252,17,190,158,2,2,1,9,Normal,0.27%
