ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.7,10346,149.171.126.1,7804,6,1980,33516,30,30,1,1,Normal,7.23%
59.166.0.7,41714,149.171.126.8,39575,6,2838,14546,36,36,1,3,Normal,1.80%
59.166.0.2,41241,149.171.126.7,53,17,160,192,2,2,1,2,Normal,3.97%
59.166.0.2,13294,149.171.126.3,80,6,1144,962,8,10,1,8,Normal,6.24%
59.166.0.2,14354,149.171.126.3,6881,6,1764,1896,16,18,7,8,Normal,0.09%
59.166.0.2,16163,149.171.126.3,6881,6,1764,1896,16,18,7,8,Normal,0.09%
59.166.0.2,17067,149.171.126.3,6881,6,1764,1896,16,18,7,8,Normal,0.09%
59.166.0.2,17921,149.171.126.3,6881,6,1764,1896,16,18,7,8,Normal,0.09%
59.166.0.2,18785,149.171.126.3,6881,6,1764,1896,16,18,7,8,Normal,0.09%
175.45.176.2,32029,149.171.126.16,5900,6,124,124,2,2,1,1,Normal,2.51%
59.166.0.5,13890,149.171.126.8,53,17,174,206,2,2,1,3,Normal,1.29%
59.166.0.5,15644,149.171.126.7,80,6,1002,9036,8,10,1,2,Attack,92.40%
175.45.176.2,13004,149.171.126.12,110,6,240,43266,4,32,1,1,Attack,99.87%
175.45.176.2,17791,149.171.126.11,548,6,2598,120,6,2,1,1,Normal,47.55%
59.166.0.7,11032,149.171.126.2,22,6,868,972,10,10,1,1,Attack,83.45%
59.166.0.5,54403,149.171.126.8,22,6,984,1040,12,8,1,3,Attack,92.36%
59.166.0.2,34686,149.171.126.3,6881,6,11808,396514,162,312,7,8,Normal,0.00%
59.166.0.1,12107,149.171.126.3,6881,6,1090,27226,16,26,7,8,Attack,65.41%
149.171.126.7,22,59.166.0.9,15093,6,692,132,2,2,1,1,Normal,1.41%
149.171.126.17,25,175.45.176.3,5314,6,260,156,2,2,1,1,Normal,2.18%
175.45.176.1,1484,149.171.126.17,179,6,240,240,4,4,1,1,Normal,25.65%
59.166.0.4,28690,149.171.126.9,22,6,1340,1332,14,14,1,1,Attack,88.00%
