ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.3,53,59.166.0.0,34652,17,190,158,2,2,1,5,Normal,0.56%
59.166.0.8,17542,149.171.126.4,53,17,160,192,2,2,2,7,Normal,0.49%
59.166.0.8,63383,149.171.126.9,80,6,272,140,4,2,1,8,Normal,0.30%
149.171.126.7,25,59.166.0.7,20435,6,140,272,2,4,1,4,Normal,0.05%
149.171.126.8,5190,59.166.0.4,56189,6,140,338,2,5,1,7,Normal,0.01%
59.166.0.0,25308,149.171.126.9,25,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.8,24521,149.171.126.0,111,17,624,360,4,4,1,10,Normal,0.19%
59.166.0.8,55894,149.171.126.0,31810,17,576,360,4,4,1,10,Normal,0.19%
59.166.0.8,27166,149.171.126.0,55702,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.1,54819,149.171.126.4,111,17,624,360,4,4,1,7,Normal,0.31%
59.166.0.1,56339,149.171.126.4,26995,17,576,360,4,4,1,7,Normal,0.31%
149.171.126.4,58208,59.166.0.1,51259,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.3,29594,59.166.0.9,50620,17,360,584,4,4,1,2,Normal,5.02%
59.166.0.9,57192,149.171.126.3,111,17,624,368,4,4,1,9,Normal,0.22%
59.166.0.9,32399,149.171.126.3,30968,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.2,57325,149.171.126.2,53,17,158,190,2,2,6,10,Normal,2.59%
59.166.0.2,50641,149.171.126.6,143,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.9,30978,149.171.126.0,53,17,160,192,2,2,5,10,Normal,1.28%
59.166.0.9,54017,149.171.126.1,80,6,272,140,4,2,2,9,Normal,0.08%
59.166.0.1,33497,149.171.126.1,53735,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.1,50168,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
175.45.176.2,45388,149.171.126.18,80,6,644,244,5,4,1,1,Normal,46.43%
