ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.6,41521,149.171.126.8,3545,17,584,360,4,4,1,4,Normal,0.95%
59.166.0.6,39035,149.171.126.8,111,17,6184,376,29,4,1,4,Attack,93.30%
59.166.0.6,13320,149.171.126.8,41341,6,4508,2708,18,18,1,4,Normal,32.13%
59.166.0.7,42161,149.171.126.1,53,17,158,190,2,2,2,3,Normal,1.33%
59.166.0.7,59714,149.171.126.8,80,6,746,1384,4,8,1,4,Normal,0.28%
59.166.0.7,44774,149.171.126.0,42611,6,404,2054,6,8,1,3,Normal,6.58%
59.166.0.7,39633,149.171.126.0,23027,6,536,8992,8,12,1,3,Attack,77.15%
59.166.0.7,45876,149.171.126.0,21,6,2548,2880,36,34,1,3,Normal,14.31%
59.166.0.7,44153,149.171.126.1,53,17,174,206,2,2,2,3,Normal,1.33%
59.166.0.7,39639,149.171.126.4,80,6,1002,9036,8,10,1,7,Normal,36.18%
59.166.0.7,39623,149.171.126.1,13144,6,4702,52238,64,66,1,3,Normal,0.00%
59.166.0.7,11924,149.171.126.5,39230,6,2706,14546,34,36,1,2,Normal,12.57%
175.45.176.0,41569,149.171.126.17,80,6,240,25798,4,24,1,1,Attack,91.66%
59.166.0.2,11679,149.171.126.5,53,17,160,192,2,2,1,2,Normal,3.97%
59.166.0.2,40885,149.171.126.3,80,6,1144,962,8,10,1,2,Attack,61.54%
59.166.0.7,27849,149.171.126.6,80,6,746,1384,4,8,1,1,Normal,11.07%
59.166.0.2,33802,149.171.126.4,6881,6,1764,1896,16,18,6,7,Normal,0.23%
59.166.0.2,37717,149.171.126.4,6881,6,1764,1896,16,18,6,7,Normal,0.23%
59.166.0.2,17191,149.171.126.4,6881,6,1764,1896,16,18,6,7,Normal,0.23%
59.166.0.2,18134,149.171.126.4,6881,6,1764,1896,16,18,6,7,Normal,0.23%
59.166.0.2,19087,149.171.126.4,6881,6,1764,1896,16,18,6,7,Normal,0.23%
59.166.0.2,15305,149.171.126.4,6881,6,2062,13876,20,24,6,7,Normal,17.91%
149.171.126.18,80,175.45.176.2,14738,6,124,668,2,4,1,1,Normal,2.11%
149.171.126.11,445,175.45.176.1,2337,6,234,240,4,4,1,2,Normal,3.22%
175.45.176.2,1395,149.171.126.18,21,6,348,398,6,6,1,2,Normal,33.00%
149.171.126.17,110,175.45.176.3,62067,6,49204,360,34,6,1,1,Attack,67.57%
149.171.126.5,22,59.166.0.4,11349,6,12328,1132,20,14,1,1,Attack,86.82%
59.166.0.4,4269,149.171.126.3,143,6,4346,8998,52,54,1,2,Normal,0.14%
149.171.126.12,25,175.45.176.1,56919,6,468,52348,8,38,1,2,Attack,100.00%
175.45.176.2,39803,149.171.126.18,49909,6,240,240,4,4,1,2,Normal,3.19%
175.45.176.2,23851,149.171.126.13,110,6,138,156,2,2,1,1,Normal,2.47%
