ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
175.45.176.1,8249,149.171.126.17,179,6,274,120,2,2,1,2,Normal,0.18%
59.166.0.4,11349,149.171.126.5,22,6,43741,2540,81,22,1,2,Attack,88.78%
59.166.0.4,15652,149.171.126.8,53,17,174,206,2,2,1,1,Normal,21.32%
175.45.176.1,2337,149.171.126.11,445,6,124,124,2,2,1,1,Normal,2.51%
175.45.176.2,39803,149.171.126.18,49909,6,124,124,2,2,1,1,Normal,2.51%
59.166.0.4,36812,149.171.126.0,25,6,38212,3968,52,42,1,2,Normal,0.09%
175.45.176.2,23851,149.171.126.13,110,6,124,124,2,2,1,1,Normal,2.51%
59.166.0.7,36028,149.171.126.6,53,17,158,190,2,2,1,1,Normal,21.30%
59.166.0.9,9450,149.171.126.0,22,6,2088,3824,20,16,1,2,Attack,91.70%
59.166.0.9,25545,149.171.126.7,53,17,158,190,2,2,1,1,Normal,21.30%
175.45.176.1,56919,149.171.126.12,25,6,37210,120,28,2,1,1,Attack,67.57%
59.166.0.9,56766,149.171.126.2,42611,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.9,28068,149.171.126.2,21,6,1428,1682,20,20,1,4,Attack,82.35%
59.166.0.7,18127,149.171.126.2,143,6,2930,4310,40,38,1,4,Normal,0.50%
59.166.0.8,41115,149.171.126.4,10151,6,132,556,2,6,1,1,Normal,1.68%
149.171.126.14,80,175.45.176.3,43916,6,234,34182,4,26,1,1,Attack,99.25%
149.171.126.3,6881,59.166.0.1,36479,6,1624,1224,14,10,1,3,Attack,90.83%
149.171.126.3,6881,59.166.0.1,17924,6,1756,1224,16,10,1,3,Attack,90.04%
59.166.0.8,39816,149.171.126.2,6881,6,6476,265926,94,200,1,4,Normal,0.00%
149.171.126.3,6881,59.166.0.1,18790,6,1756,1224,16,10,1,3,Attack,90.04%
175.45.176.3,62067,149.171.126.17,110,6,120,37092,2,26,1,2,Attack,98.77%
59.166.0.1,34052,149.171.126.3,6881,6,1224,1356,10,12,3,3,Attack,57.13%
59.166.0.1,37677,149.171.126.3,6881,6,1224,1356,10,12,3,3,Attack,57.13%
59.166.0.1,15376,149.171.126.3,6881,6,2480,41790,28,40,3,3,Normal,22.05%
59.166.0.8,44160,149.171.126.5,80,6,746,1384,4,8,1,2,Normal,1.00%
