ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
175.45.176.0,13284,149.171.126.16,80,6,908,124,9,2,1,1,Attack,93.35%
59.166.0.5,3593,149.171.126.5,53,17,160,192,2,2,3,5,Normal,1.05%
59.166.0.3,49664,149.171.126.0,53,17,174,206,2,2,1,2,Normal,3.97%
59.166.0.5,6645,149.171.126.2,80,6,272,140,4,2,1,3,Normal,2.16%
59.166.0.3,42587,149.171.126.8,25,6,272,140,4,2,1,3,Normal,2.16%
59.166.0.6,1464,149.171.126.7,53,17,174,206,2,2,1,2,Normal,3.97%
59.166.0.6,48584,149.171.126.3,80,6,272,140,4,2,2,2,Normal,1.35%
59.166.0.0,32119,149.171.126.9,111,17,624,368,4,4,2,10,Normal,0.24%
59.166.0.0,33661,149.171.126.9,1024,17,584,360,4,4,1,10,Normal,0.19%
59.166.0.0,2109,149.171.126.9,52908,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.0,1390,149.171.126.6,53,17,160,192,2,2,2,7,Normal,0.49%
59.166.0.0,3231,149.171.126.5,80,6,272,140,4,2,2,5,Normal,0.39%
59.166.0.6,2142,149.171.126.4,53,17,160,192,2,2,3,3,Normal,1.42%
59.166.0.6,50089,149.171.126.9,80,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.4,49346,149.171.126.5,53,17,160,192,2,2,3,5,Normal,1.05%
59.166.0.4,43054,149.171.126.7,80,6,272,140,4,2,1,2,Normal,6.83%
59.166.0.1,48847,149.171.126.5,53,17,160,192,2,2,3,5,Normal,1.05%
59.166.0.1,42173,149.171.126.5,80,6,272,140,4,2,2,5,Normal,0.39%
59.166.0.9,42988,149.171.126.8,48017,6,404,140,6,2,1,3,Attack,51.29%
59.166.0.1,10393,149.171.126.6,44307,17,584,360,4,4,1,7,Normal,0.31%
59.166.0.1,8989,149.171.126.6,111,17,936,368,6,4,1,7,Normal,0.28%
59.166.0.1,41214,149.171.126.6,10211,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.7,12660,149.171.126.4,53,17,160,192,2,2,3,3,Normal,1.42%
59.166.0.7,14584,149.171.126.3,80,6,272,140,4,2,2,2,Normal,1.35%
59.166.0.5,40726,149.171.126.6,53,17,174,206,2,2,2,7,Normal,0.49%
59.166.0.5,34290,149.171.126.6,25,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.1,24266,149.171.126.9,41049,17,584,360,4,4,1,10,Normal,0.19%
59.166.0.1,21270,149.171.126.9,111,17,936,368,6,4,2,10,Normal,0.21%
59.166.0.1,55385,149.171.126.9,24033,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.2,62539,149.171.126.4,53,17,160,192,2,2,3,3,Normal,1.42%
59.166.0.2,20446,149.171.126.8,80,6,272,140,4,2,1,3,Normal,2.16%
59.166.0.7,18282,149.171.126.9,5190,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.3,18990,149.171.126.2,5190,6,404,140,6,2,1,3,Attack,51.29%
59.166.0.0,22848,149.171.126.1,53,17,174,206,2,2,1,1,Normal,21.32%
59.166.0.0,60749,149.171.126.6,25,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.8,25100,149.171.126.9,53,17,174,206,2,2,1,10,Normal,1.72%
59.166.0.8,27163,149.171.126.9,80,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.8,24946,149.171.126.2,53,17,160,192,2,2,1,3,Normal,1.29%
59.166.0.8,26731,149.171.126.0,80,6,272,140,4,2,1,2,Normal,6.83%
175.45.176.2,23357,149.171.126.16,80,6,962,25764,10,22,1,2,Attack,99.82%
59.166.0.6,5544,149.171.126.4,22,6,132,0,2,0,1,8,Normal,0.02%
175.45.176.2,13792,149.171.126.16,5555,6,240,120,4,2,1,2,Normal,7.11%
59.166.0.7,36998,149.171.126.6,53,17,174,206,2,2,2,6,Normal,0.60%
59.166.0.7,17249,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.7,59053,149.171.126.4,5190,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.8,1416,149.171.126.0,53,17,174,206,2,2,4,12,Normal,6.46%
59.166.0.8,21612,149.171.126.0,80,6,272,140,4,2,4,12,Normal,0.02%
59.166.0.0,21702,149.171.126.0,61361,6,272,140,4,2,1,12,Normal,0.06%
59.166.0.4,22873,149.171.126.5,5190,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.6,60756,149.171.126.2,53,17,158,190,2,2,2,10,Normal,0.61%
59.166.0.6,54406,149.171.126.8,21,6,272,140,4,2,1,5,Normal,0.99%
59.166.0.4,26778,149.171.126.6,53,17,174,206,2,2,2,6,Normal,0.60%
59.166.0.4,28756,149.171.126.1,25,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.3,54634,149.171.126.3,53,17,160,192,2,2,1,10,Normal,1.71%
59.166.0.3,58220,149.171.126.4,80,6,272,140,4,2,2,8,Normal,0.12%
59.166.0.2,58304,149.171.126.4,53,17,160,192,2,2,2,8,Normal,0.42%
59.166.0.2,30266,149.171.126.3,80,6,272,140,4,2,2,10,Normal,0.06%
175.45.176.2,26939,149.171.126.10,80,6,984,352,10,6,1,1,Attack,91.95%
59.166.0.1,52335,149.171.126.9,53,17,160,192,2,2,1,5,Normal,0.55%
59.166.0.1,1736,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.2,47526,149.171.126.5,53,17,174,206,2,2,5,10,Normal,1.28%
59.166.0.2,49350,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.2,12527,149.171.126.1,23202,17,584,360,4,4,1,8,Normal,0.26%
59.166.0.2,39558,149.171.126.1,111,17,936,368,6,4,1,8,Normal,0.22%
59.166.0.2,14075,149.171.126.1,39991,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.0,3507,149.171.126.3,22,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.8,7419,149.171.126.1,53,17,160,192,2,2,3,8,Normal,0.54%
59.166.0.8,38983,149.171.126.0,80,6,272,140,4,2,4,12,Normal,0.02%
59.166.0.4,8987,149.171.126.9,13883,6,404,140,6,2,1,5,Normal,22.73%
59.166.0.6,10510,149.171.126.5,53,17,158,190,2,2,5,10,Normal,1.28%
59.166.0.6,39954,149.171.126.4,143,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.1,11836,149.171.126.5,5190,6,404,140,6,2,2,10,Normal,0.63%
59.166.0.5,13903,149.171.126.7,53,17,160,192,2,2,4,10,Normal,0.78%
59.166.0.5,15794,149.171.126.6,80,6,272,140,4,2,2,6,Normal,0.27%
59.166.0.1,16931,149.171.126.3,38340,17,584,360,4,4,1,10,Normal,0.19%
59.166.0.1,15133,149.171.126.3,111,17,936,368,6,4,1,10,Normal,0.16%
59.166.0.1,64239,149.171.126.3,36191,6,272,140,4,2,1,10,Normal,0.14%
175.45.176.0,39500,149.171.126.15,80,6,1354,352,10,6,2,2,Attack,62.50%
59.166.0.9,37442,149.171.126.5,64070,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.1,64150,149.171.126.6,17453,6,404,140,6,2,1,6,Normal,16.31%
175.45.176.0,23910,149.171.126.15,80,6,2278,352,14,6,2,2,Attack,72.55%
59.166.0.5,61007,149.171.126.3,63324,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.2,58771,149.171.126.8,53,17,160,192,2,2,1,5,Normal,0.55%
59.166.0.2,24697,149.171.126.7,80,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.1,24551,149.171.126.5,53,17,160,192,2,2,5,10,Normal,1.28%
59.166.0.1,26232,149.171.126.4,80,6,272,140,4,2,2,8,Normal,0.12%
59.166.0.6,25689,149.171.126.4,53,17,160,192,2,2,2,8,Normal,0.42%
59.166.0.6,27412,149.171.126.9,80,6,272,140,4,2,2,5,Normal,0.39%
59.166.0.1,29622,149.171.126.8,111,17,624,368,4,4,1,5,Normal,0.63%
59.166.0.1,31564,149.171.126.8,55173,17,584,360,4,4,1,5,Normal,0.62%
59.166.0.1,52493,149.171.126.8,31379,6,272,140,4,2,1,5,Normal,0.99%
59.166.0.5,56644,149.171.126.2,111,17,624,360,4,4,1,10,Normal,0.19%
59.166.0.5,30507,149.171.126.2,32859,17,576,360,4,4,1,10,Normal,0.19%
59.166.0.5,51022,149.171.126.2,30318,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.6,30853,149.171.126.1,22,6,404,140,6,2,1,8,Normal,7.87%
59.166.0.2,32716,149.171.126.7,53,17,160,192,2,2,4,10,Normal,0.78%
59.166.0.2,1643,149.171.126.5,80,6,272,140,4,2,1,10,Normal,0.14%
175.45.176.0,29309,149.171.126.14,3000,6,984,352,10,6,1,1,Attack,91.95%
59.166.0.8,47061,149.171.126.1,53,17,174,206,2,2,3,8,Normal,0.54%
59.166.0.8,4936,149.171.126.2,25,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.5,49910,149.171.126.5,53,17,158,190,2,2,5,10,Normal,1.28%
59.166.0.5,43388,149.171.126.6,21,6,272,140,4,2,1,6,Normal,0.67%
