ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
175.45.176.1,65489,149.171.126.11,445,6,630,636,6,4,1,1,Attack,72.85%
59.166.0.4,16562,149.171.126.9,14644,6,2004,12958,28,18,1,4,Normal,5.17%
59.166.0.4,36770,149.171.126.4,53,17,158,190,2,2,1,3,Normal,1.29%
59.166.0.4,11349,149.171.126.5,22,6,4548,16496,50,60,1,1,Normal,3.54%
59.166.0.4,19033,149.171.126.1,143,6,6672,12040,86,88,1,2,Normal,0.00%
59.166.0.8,17800,149.171.126.6,53,17,174,206,2,2,1,2,Normal,3.97%
175.45.176.1,21690,149.171.126.17,179,6,400,124,4,2,1,2,Normal,5.76%
59.166.0.1,1920,149.171.126.9,53,17,158,190,2,2,1,4,Normal,0.81%
175.45.176.1,56919,149.171.126.12,25,6,87157,576,64,10,1,1,Attack,67.57%
59.166.0.1,26109,149.171.126.0,53,17,174,206,2,2,1,3,Normal,1.29%
59.166.0.1,56781,149.171.126.9,80,6,1002,9036,8,10,1,4,Attack,66.63%
59.166.0.8,63447,149.171.126.0,25,6,38212,3836,52,40,1,3,Normal,0.04%
59.166.0.1,21934,149.171.126.8,143,6,3852,5228,52,50,1,1,Normal,0.58%
59.166.0.2,28440,149.171.126.7,53,17,174,206,2,2,1,1,Normal,21.32%
59.166.0.4,25920,149.171.126.1,5190,6,2228,4648,22,24,1,2,Attack,93.60%
59.166.0.2,51741,149.171.126.4,80,6,1134,9036,10,10,2,3,Normal,44.58%
59.166.0.9,62370,149.171.126.6,22,6,2384,2810,16,12,1,2,Attack,91.02%
59.166.0.6,29357,149.171.126.3,37870,6,4702,52238,64,66,1,1,Normal,0.00%
59.166.0.6,50577,149.171.126.9,56580,6,272,140,4,2,1,4,Normal,1.43%
149.171.126.0,41036,59.166.0.7,38505,6,132,2796,2,6,1,1,Normal,2.56%
59.166.0.7,45876,149.171.126.0,21,6,540,718,8,10,1,3,Attack,51.76%
175.45.176.3,62067,149.171.126.17,110,6,576,72665,10,54,1,2,Attack,100.00%
175.45.176.2,23851,149.171.126.13,110,6,364,280,6,4,1,1,Attack,76.88%
175.45.176.0,51429,149.171.126.19,80,6,716,1928,6,6,1,1,Attack,57.11%
175.45.176.2,14738,149.171.126.18,80,6,240,240,4,4,1,1,Normal,25.65%
59.166.0.7,39639,149.171.126.4,80,6,746,1384,4,8,2,3,Normal,0.38%
