ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.4,5190,59.166.0.7,23863,6,140,272,2,4,1,5,Normal,0.03%
59.166.0.7,27122,149.171.126.1,21,6,272,298,4,4,2,7,Normal,0.16%
59.166.0.9,54957,149.171.126.3,53,17,174,206,2,2,5,10,Normal,1.28%
149.171.126.9,80,59.166.0.9,29030,6,140,870,2,6,1,9,Normal,0.01%
149.171.126.7,53,59.166.0.1,50629,17,190,158,2,2,1,10,Normal,1.73%
149.171.126.6,143,59.166.0.1,33095,6,608,404,4,6,1,10,Normal,0.04%
149.171.126.3,53,59.166.0.5,42591,17,192,160,2,2,1,5,Normal,0.56%
149.171.126.6,80,59.166.0.5,39375,6,140,1032,2,6,1,5,Normal,0.03%
149.171.126.2,111,59.166.0.1,46904,17,368,780,4,5,1,10,Normal,0.19%
59.166.0.1,48289,149.171.126.2,20438,17,584,360,4,4,1,6,Normal,0.40%
149.171.126.2,50164,59.166.0.1,43290,6,140,272,2,4,1,10,Normal,0.00%
149.171.126.4,22,59.166.0.9,48396,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.0,5190,59.166.0.9,43815,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.0,53,59.166.0.8,45682,17,190,158,2,2,1,7,Normal,0.39%
59.166.0.6,38993,149.171.126.0,53,17,160,192,2,2,1,3,Normal,1.29%
59.166.0.6,10963,149.171.126.4,80,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.6,38579,149.171.126.3,5215,6,272,140,4,2,1,10,Normal,0.14%
149.171.126.8,5190,59.166.0.8,13400,6,140,404,2,6,1,7,Normal,0.01%
59.166.0.0,14789,149.171.126.1,53,17,174,206,2,2,2,7,Normal,0.49%
59.166.0.0,36012,149.171.126.9,80,6,272,272,4,4,3,7,Normal,0.15%
59.166.0.8,36037,149.171.126.7,5190,6,272,140,4,2,1,3,Normal,2.16%
149.171.126.4,5190,59.166.0.7,26451,6,140,404,2,6,1,5,Normal,0.03%
149.171.126.7,53,59.166.0.4,21489,17,190,158,2,2,1,8,Normal,0.32%
149.171.126.1,21,59.166.0.4,59085,6,298,272,4,4,1,8,Normal,0.15%
149.171.126.19,25,175.45.176.1,24289,6,1376,3158,14,12,1,1,Attack,89.24%
59.166.0.9,23654,149.171.126.6,80,6,272,140,4,2,5,6,Normal,0.22%
59.166.0.1,26025,149.171.126.1,21,6,272,298,4,4,2,7,Normal,0.16%
59.166.0.8,55879,149.171.126.3,53,17,174,206,2,2,5,10,Normal,1.28%
