ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.3,55202,149.171.126.6,38905,6,3948,76282,58,101,1,2,Normal,0.69%
59.166.0.3,29203,149.171.126.8,54764,6,2706,14414,34,34,1,1,Normal,21.23%
175.45.176.2,1395,149.171.126.18,21,6,178,310,2,2,1,1,Normal,2.32%
59.166.0.9,50334,149.171.126.2,41036,6,9124,404,14,6,1,4,Attack,57.92%
59.166.0.2,51893,149.171.126.6,5190,6,1232,2428,12,12,1,2,Attack,85.03%
59.166.0.3,50917,149.171.126.1,53,17,174,206,2,2,1,1,Normal,21.32%
59.166.0.3,52592,149.171.126.3,25,6,38212,3968,52,42,1,5,Normal,0.17%
59.166.0.9,28068,149.171.126.2,21,6,838,1438,12,18,1,4,Normal,0.63%
59.166.0.5,46664,149.171.126.3,29025,17,576,360,4,4,1,5,Normal,0.62%
59.166.0.5,1242,149.171.126.3,111,17,624,360,4,4,1,5,Normal,0.63%
59.166.0.5,49785,149.171.126.3,2448,6,3940,2708,18,18,1,5,Normal,9.22%
59.166.0.4,2515,149.171.126.9,53,17,158,190,2,2,1,1,Normal,21.30%
59.166.0.4,4269,149.171.126.3,143,6,2632,4170,36,36,1,5,Normal,0.82%
59.166.0.4,11349,149.171.126.5,22,6,5284,5848,58,60,1,1,Normal,0.30%
175.45.176.3,43916,149.171.126.14,80,6,120,120,2,2,1,1,Normal,2.52%
59.166.0.7,18127,149.171.126.2,143,6,2226,3524,30,32,1,4,Normal,20.52%
149.171.126.11,445,175.45.176.1,2337,6,530,416,2,2,1,1,Normal,1.62%
149.171.126.3,6881,59.166.0.1,15376,6,173616,4262,136,62,1,1,Attack,99.09%
175.45.176.1,56919,149.171.126.12,25,6,36446,240,29,4,1,1,Attack,67.57%
59.166.0.8,39816,149.171.126.2,6881,6,1618,56772,24,46,1,4,Attack,99.94%
149.171.126.17,110,175.45.176.3,62067,6,37092,360,26,6,1,1,Attack,67.57%
