ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.8,9255,149.171.126.2,6881,6,1492,1756,12,16,6,6,Normal,0.20%
59.166.0.8,39816,149.171.126.2,6881,6,2880,63386,32,58,6,6,Normal,26.55%
59.166.0.8,10998,149.171.126.2,6881,6,1492,1756,12,16,6,6,Normal,0.20%
59.166.0.8,10331,149.171.126.4,42159,17,584,360,4,4,1,7,Normal,0.31%
59.166.0.8,8786,149.171.126.4,111,17,624,376,4,4,1,7,Normal,0.31%
59.166.0.6,32494,149.171.126.4,22,6,852,652,10,6,1,7,Attack,86.45%
59.166.0.8,41115,149.171.126.4,10151,6,5624,2812,28,22,1,7,Attack,54.09%
59.166.0.8,41575,149.171.126.2,6881,6,1492,1756,12,16,6,6,Normal,0.20%
59.166.0.8,40409,149.171.126.2,6881,6,1492,1756,12,16,6,6,Normal,0.20%
59.166.0.8,35104,149.171.126.2,6881,6,1492,1756,12,16,6,6,Normal,0.20%
59.166.0.1,41540,149.171.126.8,53,17,160,192,2,2,1,1,Normal,21.31%
59.166.0.9,9450,149.171.126.0,22,6,2088,1986,12,8,1,1,Attack,90.42%
59.166.0.1,13558,149.171.126.7,80,6,1144,962,8,10,1,1,Attack,77.06%
59.166.0.1,34052,149.171.126.3,6881,6,540,540,6,6,6,6,Normal,1.73%
59.166.0.1,15376,149.171.126.3,6881,6,540,540,6,6,6,6,Normal,1.73%
59.166.0.1,37677,149.171.126.3,6881,6,540,272,6,4,6,6,Normal,1.96%
59.166.0.1,36479,149.171.126.3,6881,6,540,140,6,2,6,6,Normal,2.20%
59.166.0.1,17924,149.171.126.3,6881,6,540,140,6,2,6,6,Normal,2.20%
59.166.0.1,18790,149.171.126.3,6881,6,540,140,6,2,6,6,Normal,2.20%
59.166.0.6,35602,149.171.126.4,53,17,158,190,2,2,1,7,Normal,0.39%
59.166.0.6,15756,149.171.126.4,143,6,6538,11936,84,85,1,7,Normal,0.00%
149.171.126.5,22,59.166.0.4,11349,6,2708,1868,26,22,1,1,Attack,94.49%
59.166.0.7,46083,149.171.126.4,6881,6,5948,249558,86,194,1,7,Normal,0.00%
175.45.176.1,22473,149.171.126.11,445,6,240,240,4,4,1,1,Normal,25.65%
149.171.126.17,110,175.45.176.3,62067,6,37200,240,28,4,1,1,Attack,67.57%
175.45.176.1,56919,149.171.126.12,25,6,37210,240,28,4,1,1,Attack,67.57%
